ALIMENTADOR;ACCID.DEP;PROG.DEP;PROD.DEP;TOTAL DEP;ACCID.FEP;PROG.FEP;PROD.FEP;TOTAL FEP;ACCID.PENF;PROG.PENF;PROD.PENF;TOTAL PENEF;MES;año;SECCION;DEPARTAMENTO;PERIODO;axuMES;LOCAL
PFO2;0,0065;0,0000;0,0108;0,0173;0,0385;0,0000;0,0334;0,0718;1.537.491;0;2.585.071;4.122.562;DICIEMBRE;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202312;12;PFO
PFO3;0,0000;0,0000;0,0019;0,0019;0,0000;0,0000;0,0059;0,0059;0;0;454.822;454.822;DICIEMBRE;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202312;12;PFO
PFO4;0,0605;0,0000;0,0070;0,0674;0,0790;0,0000;0,0214;0,1004;14.413.237;0;1.658.115;16.071.352;DICIEMBRE;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202312;12;PFO
PFO5;0,0026;0,0000;0,0067;0,0092;0,0103;0,0000;0,0205;0,0308;611.928;0;1.590.967;2.202.895;DICIEMBRE;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202312;12;PFO
PFO6;0,0003;0,0000;0,0044;0,0047;0,0014;0,0000;0,0137;0,0150;59.799;0;1.058.428;1.118.226;DICIEMBRE;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202312;12;PFO
PFO7;0,0005;0,0000;0,0030;0,0036;0,0046;0,0000;0,0093;0,0139;129.141;0;719.498;848.638;DICIEMBRE;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202312;12;PFO
PFO8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;DICIEMBRE;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202312;12;PFO
PFO9;0,0000;0,0000;0,0011;0,0011;0,0000;0,0000;0,0035;0,0035;0;0;273.331;273.331;DICIEMBRE;2023;CIUDAD DEL ESTE;ALTO PARANÁ;202312;12;PFO
PIH1;0,0007;0,0000;0,0000;0,0007;0,0036;0,0000;0,0000;0,0036;156.821;0;0;156.821;DICIEMBRE;2023;HERNANDARIAS;ALTO PARANÁ;202312;12;PIH
PIH2;0,0096;0,0033;0,0000;0,0129;0,0265;0,0013;0,0000;0,0278;2.293.301;792.930;0;3.086.231;DICIEMBRE;2023;HERNANDARIAS;ALTO PARANÁ;202312;12;PIH
PIH3;0,0347;0,0000;0,0000;0,0347;0,0854;0,0000;0,0000;0,0854;8.262.289;0;0;8.262.289;DICIEMBRE;2023;HERNANDARIAS;ALTO PARANÁ;202312;12;PIH
PIH4;0,0293;0,0000;0,0000;0,0293;0,0155;0,0000;0,0000;0,0155;6.985.712;0;0;6.985.712;DICIEMBRE;2023;HERNANDARIAS;ALTO PARANÁ;202312;12;PIH
PIH5;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;DICIEMBRE;2023;HERNANDARIAS;ALTO PARANÁ;202312;12;PIH
PIH6;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;DICIEMBRE;2023;HERNANDARIAS;ALTO PARANÁ;202312;12;PIH
SGA1;0,0000;0,0000;0,0043;0,0043;0,0000;0,0000;0,0136;0,0136;0;0;1.023.831;1.023.831;DICIEMBRE;2023;SALTOS DEL GUAIRA;CANINDEYU;202312;12;SGA
SGA2;0,0203;0,0000;0,0048;0,0251;0,0301;0,0000;0,0150;0,0451;4.837.544;0;1.134.710;5.972.254;DICIEMBRE;2023;SALTOS DEL GUAIRA;CANINDEYU;202312;12;SGA
SGA3;0,0237;0,0000;0,0021;0,0258;0,0470;0,0000;0,0067;0,0537;5.650.489;0;506.412;6.156.901;DICIEMBRE;2023;SALTOS DEL GUAIRA;CANINDEYU;202312;12;SGA
SGA4;0,0000;0,0000;0,0003;0,0003;0,0000;0,0000;0,0010;0,0010;0;0;74.925;74.925;DICIEMBRE;2023;SALTOS DEL GUAIRA;CANINDEYU;202312;12;SGA
SGA5;0,0000;0,0000;0,0002;0,0002;0,0000;0,0000;0,0007;0,0007;0;0;51.045;51.045;DICIEMBRE;2023;SALTOS DEL GUAIRA;CANINDEYU;202312;12;SGA
SGA6;0,0360;0,0000;0,0026;0,0386;0,0745;0,0000;0,0083;0,0828;8.579.925;0;624.570;9.204.495;DICIEMBRE;2023;SALTOS DEL GUAIRA;CANINDEYU;202312;12;SGA
SRI1;0,0213;0,0000;0,0000;0,0213;0,0363;0,0000;0,0000;0,0363;5.078.491;0;0;5.078.491;DICIEMBRE;2023;SANTA RITA;ALTO PARANÁ;202312;12;SRI
SRI2;0,0107;0,0000;0,0000;0,0107;0,0389;0,0000;0,0000;0,0389;2.555.210;0;0;2.555.210;DICIEMBRE;2023;SANTA RITA;ALTO PARANÁ;202312;12;SRI
SRI3;0,0124;0,0046;0,0000;0,0171;0,0172;0,0034;0,0000;0,0206;2.957.756;1.107.564;0;4.065.320;DICIEMBRE;2023;SANTA RITA;ALTO PARANÁ;202312;12;SRI
SRI4;0,0006;0,0000;0,0000;0,0006;0,0070;0,0000;0,0000;0,0070;148.468;0;0;148.468;DICIEMBRE;2023;SANTA RITA;ALTO PARANÁ;202312;12;SRI
ACY1;0,0138;0,0000;0,0000;0,0138;0,0188;0,0000;0,0000;0,0188;2.636.899;0;0;2.636.899;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;ACY
ACY2;0,0010;0,0000;0,0000;0,0010;0,0119;0,0000;0,0000;0,0119;190.409;0;0;190.409;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;ACY
ACY3;0,0003;0,0000;0,0000;0,0004;0,0008;0,0000;0,0004;0,0012;66.125;0;5.186;71.311;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;ACY
ACY4;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;ACY
ACY5;0,0123;0,0000;0,0010;0,0133;0,0201;0,0000;0,0067;0,0268;2.348.518;0;192.151;2.540.670;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;ACY
ACY6;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;ACY
ACY7;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;ACY
ACY8;0,0227;0,0000;0,0013;0,0240;0,0801;0,0000;0,0200;0,1002;4.348.921;0;255.819;4.604.740;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;ACY
ACY9;0,0105;0,0128;0,0000;0,0232;0,0144;0,0108;0,0000;0,0252;2.006.813;2.442.729;0;4.449.541;ENERO;2022;HERNANDARIAS;ALTO PARANÁ;202201;01;ACY
APR10;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;APR
APR11;0,0000;0,0013;0,0000;0,0013;0,0000;0,0162;0,0000;0,0162;0;258.414;0;258.414;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;APR
APR12;0,0146;0,0000;0,0000;0,0146;0,0172;0,0000;0,0000;0,0172;2.799.769;0;0;2.799.769;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;APR
APR13;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;APR
APR14;0,0253;0,0419;0,0000;0,0671;0,0437;0,0105;0,0000;0,0542;4.837.711;8.016.299;0;12.854.010;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;APR
APR2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;APR
APR3;0,0416;0,0000;0,0000;0,0416;0,0225;0,0000;0,0000;0,0225;7.959.895;0;0;7.959.895;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;APR
APR4;0,0059;0,0000;0,0000;0,0059;0,0204;0,0000;0,0000;0,0204;1.123.777;0;0;1.123.777;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;APR
APR5;0,0071;0,0044;0,0000;0,0115;0,0093;0,0107;0,0000;0,0199;1.358.337;840.854;0;2.199.191;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;APR
APR6;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;APR
APR8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;APR
APR9;0,0183;0,0023;0,0000;0,0206;0,0229;0,0115;0,0000;0,0344;3.514.108;439.263;0;3.953.371;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;APR
CAT1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;ENERO;2022;CATUETE;CANINDEYU;202201;01;CAT
CAT10;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;ENERO;2022;CATUETE;CANINDEYU;202201;01;CAT
CAT11;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;ENERO;2022;CATUETE;CANINDEYU;202201;01;CAT
CAT2;0,0110;0,0000;0,0000;0,0110;0,0076;0,0000;0,0000;0,0076;2.098.311;0;0;2.098.311;ENERO;2022;CATUETE;CANINDEYU;202201;01;CAT
CAT3;0,0429;0,0000;0,0000;0,0429;0,0665;0,0000;0,0000;0,0665;8.217.898;0;0;8.217.898;ENERO;2022;CATUETE;CANINDEYU;202201;01;CAT
CAT4;0,1066;0,0369;0,0000;0,1435;0,0408;0,0062;0,0000;0,0470;20.413.717;7.068.438;0;27.482.155;ENERO;2022;CATUETE;CANINDEYU;202201;01;CAT
CAT5;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;ENERO;2022;CATUETE;CANINDEYU;202201;01;CAT
CAT6;0,0006;0,0000;0,0000;0,0006;0,0032;0,0000;0,0000;0,0032;122.130;0;0;122.130;ENERO;2022;CATUETE;CANINDEYU;202201;01;CAT
CAT7;0,1010;0,0000;0,0000;0,1010;0,0445;0,0000;0,0000;0,0445;19.340.875;0;0;19.340.875;ENERO;2022;CATUETE;CANINDEYU;202201;01;CAT
CAT8;0,0263;0,0000;0,0000;0,0263;0,0177;0,0000;0,0000;0,0177;5.046.269;0;0;5.046.269;ENERO;2022;CATUETE;CANINDEYU;202201;01;CAT
CAT9;0,0425;0,0007;0,0000;0,0432;0,0306;0,0044;0,0000;0,0349;8.143.611;125.501;0;8.269.112;ENERO;2022;CATUETE;CANINDEYU;202201;01;CAT
CUR1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;ENERO;2022;CURUGUATY;CANINDEYU;202201;01;CUR
CUR2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;ENERO;2022;CURUGUATY;CANINDEYU;202201;01;CUR
CUR3;0,0020;0,0000;0,0000;0,0020;0,0150;0,0000;0,0000;0,0150;382.579;0;0;382.579;ENERO;2022;CURUGUATY;CANINDEYU;202201;01;CUR
CUR4;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;ENERO;2022;CURUGUATY;CANINDEYU;202201;01;CUR
CUR5;0,0016;0,0000;0,0000;0,0016;0,0119;0,0000;0,0000;0,0119;303.990;0;0;303.990;ENERO;2022;CURUGUATY;CANINDEYU;202201;01;CUR
DES10;0,0080;0,0170;0,0045;0,0295;0,0101;0,0142;0,0050;0,0293;1.536.245;3.247.428;856.742;5.640.415;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;DES
DES3;0,0100;0,0000;0,0070;0,0171;0,0165;0,0000;0,0083;0,0248;1.924.626;0;1.344.601;3.269.227;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;DES
DES4;0,0085;0,0061;0,0043;0,0188;0,0103;0,0050;0,0050;0,0203;1.621.228;1.159.755;826.127;3.607.110;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;DES
DES5;0,0000;0,0039;0,0072;0,0112;0,0000;0,0163;0,0082;0,0245;0;756.210;1.382.040;2.138.250;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;DES
DES8;0,0000;0,0000;0,0103;0,0103;0,0000;0,0000;0,0116;0,0116;0;0;1.964.163;1.964.163;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;DES
DES9;0,0070;0,0556;0,0094;0,0720;0,0209;0,0093;0,0105;0,0406;1.334.368;10.651.067;1.801.397;13.786.832;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;DES
HER1;0,0056;0,0000;0,0000;0,0056;0,0167;0,0000;0,0000;0,0167;1.073.128;0;0;1.073.128;ENERO;2022;HERNANDARIAS;ALTO PARANÁ;202201;01;HER
HER2;0,0015;0,0000;0,0000;0,0015;0,0047;0,0000;0,0000;0,0047;281.493;0;0;281.493;ENERO;2022;HERNANDARIAS;ALTO PARANÁ;202201;01;HER
HER3;0,0704;0,0000;0,0000;0,0704;0,0918;0,0000;0,0000;0,0918;13.485.899;0;0;13.485.899;ENERO;2022;HERNANDARIAS;ALTO PARANÁ;202201;01;HER
HER7;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;ENERO;2022;HERNANDARIAS;ALTO PARANÁ;202201;01;HER
HER8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;ENERO;2022;HERNANDARIAS;ALTO PARANÁ;202201;01;HER
HER9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;ENERO;2022;HERNANDARIAS;ALTO PARANÁ;202201;01;HER
IRY1;0,0339;0,0325;0,0000;0,0664;0,0849;0,0143;0,0000;0,0992;6.484.201;6.229.604;0;12.713.806;ENERO;2022;SAN ALBERTO;ALTO PARANÁ;202201;01;IRY
IRY2;0,0069;0,0000;0,0000;0,0069;0,0081;0,0000;0,0000;0,0081;1.319.105;0;0;1.319.105;ENERO;2022;SAN ALBERTO;ALTO PARANÁ;202201;01;IRY
IRY3;0,0637;0,0000;0,0000;0,0637;0,0727;0,0000;0,0000;0,0727;12.196.549;0;0;12.196.549;ENERO;2022;SAN ALBERTO;ALTO PARANÁ;202201;01;IRY
IRY4;0,0087;0,0000;0,0000;0,0087;0,0146;0,0000;0,0000;0,0146;1.667.294;0;0;1.667.294;ENERO;2022;SAN ALBERTO;ALTO PARANÁ;202201;01;IRY
JEP1;0,0121;0,0000;0,0030;0,0151;0,0082;0,0000;0,0055;0,0137;2.320.940;0;578.045;2.898.985;ENERO;2022;CURUGUATY;CANINDEYU;202201;01;JEP
JEP2;0,0128;0,0000;0,0038;0,0166;0,0139;0,0000;0,0070;0,0209;2.454.449;0;733.003;3.187.452;ENERO;2022;CURUGUATY;CANINDEYU;202201;01;JEP
JEP3;0,0103;0,0000;0,0045;0,0149;0,0124;0,0000;0,0083;0,0207;1.980.246;0;871.308;2.851.554;ENERO;2022;CURUGUATY;CANINDEYU;202201;01;JEP
JEP4;0,0368;0,0000;0,0165;0,0533;0,0510;0,0000;0,0301;0,0811;7.042.454;0;3.168.688;10.211.142;ENERO;2022;CURUGUATY;CANINDEYU;202201;01;JEP
JLM1;0,0010;0,0049;0,0000;0,0059;0,0049;0,0049;0,0000;0,0099;189.313;946.565;0;1.135.878;ENERO;2022;JUAN LEON MALLORQUIN;ALTO PARANÁ;202201;01;JLM
JLM2;0,0189;0,0000;0,0000;0,0189;0,0104;0,0000;0,0000;0,0104;3.616.163;0;0;3.616.163;ENERO;2022;JUAN LEON MALLORQUIN;ALTO PARANÁ;202201;01;JLM
JLM3;0,0111;0,0042;0,0000;0,0154;0,0144;0,0004;0,0000;0,0147;2.130.914;810.180;0;2.941.095;ENERO;2022;JUAN LEON MALLORQUIN;ALTO PARANÁ;202201;01;JLM
K152;0,0599;0,0000;0,0000;0,0599;0,1205;0,0000;0,0000;0,1205;11.473.340;0;0;11.473.340;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;K15
K153;0,0859;0,0000;0,0000;0,0859;0,1416;0,0000;0,0000;0,1416;16.460.481;0;0;16.460.481;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;K15
K154;0,0083;0,0000;0,0000;0,0083;0,0266;0,0000;0,0000;0,0266;1.581.935;0;0;1.581.935;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;K15
K155;0,0009;0,0000;0,0000;0,0009;0,0040;0,0000;0,0000;0,0040;181.622;0;0;181.622;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;K15
K156;0,0042;0,0060;0,0000;0,0101;0,0039;0,0020;0,0000;0,0059;795.135;1.145.746;0;1.940.882;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;K15
K157;0,0143;0,0003;0,0000;0,0146;0,0202;0,0003;0,0000;0,0205;2.742.236;51.980;0;2.794.216;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;K15
K158;0,0037;0,0000;0,0000;0,0037;0,0118;0,0000;0,0000;0,0118;714.454;0;0;714.454;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;K15
K159;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;K15
K301;0,0769;0,0032;0,0000;0,0801;0,0677;0,0135;0,0000;0,0812;14.736.072;605.000;0;15.341.072;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;K30
K302;0,0396;0,0000;0,0000;0,0396;0,0426;0,0000;0,0000;0,0426;7.580.543;0;0;7.580.543;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;K30
K303;0,0074;0,0000;0,0000;0,0074;0,0267;0,0000;0,0000;0,0267;1.410.092;0;0;1.410.092;ENERO;2022;JUAN LEON MALLORQUIN;ALTO PARANÁ;202201;01;K30
K304;0,0179;0,0700;0,0000;0,0879;0,0651;0,0294;0,0000;0,0945;3.425.668;13.411.096;0;16.836.764;ENERO;2022;JUAN LEON MALLORQUIN;ALTO PARANÁ;202201;01;K30
K305;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;K30
K306;0,0187;0,0000;0,0000;0,0187;0,0355;0,0000;0,0000;0,0355;3.572.012;0;0;3.572.012;ENERO;2022;JUAN LEON MALLORQUIN;ALTO PARANÁ;202201;01;K30
K307;0,0083;0,0550;0,0000;0,0633;0,0276;0,0276;0,0000;0,0552;1.586.664;10.533.685;0;12.120.349;ENERO;2022;JUAN LEON MALLORQUIN;ALTO PARANÁ;202201;01;K30
K308;0,0308;0,0017;0,0000;0,0325;0,0414;0,0049;0,0000;0,0462;5.898.659;327.545;0;6.226.204;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;K30
MCE1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;MCE
MCE2;0,0053;0,0000;0,0000;0,0053;0,0160;0,0000;0,0000;0,0160;1.022.491;0;0;1.022.491;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;MCE
MCE3;0,0054;0,0015;0,0024;0,0093;0,0074;0,0065;0,0065;0,0204;1.040.112;290.448;456.418;1.786.978;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;MCE
MCE4;0,0105;0,0000;0,0000;0,0105;0,0790;0,0000;0,0000;0,0790;2.018.022;0;0;2.018.022;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;MCE
MCE5;0,0036;0,0000;0,0000;0,0036;0,0179;0,0000;0,0000;0,0179;685.289;0;0;685.289;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;MCE
MCE7;0,0082;0,0000;0,0000;0,0082;0,0023;0,0000;0,0000;0,0023;1.562.424;0;0;1.562.424;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;MCE
MPO1;0,0044;0,0000;0,0015;0,0059;0,0084;0,0000;0,0100;0,0185;834.869;0;287.712;1.122.581;ENERO;2022;SAN ALBERTO;ALTO PARANÁ;202201;01;MPO
MPO2;0,0000;0,0000;0,0008;0,0008;0,0000;0,0000;0,0056;0,0056;0;0;161.812;161.812;ENERO;2022;CATUETE;CANINDEYU;202201;01;MPO
MPO3;0,0806;0,0000;0,0016;0,0822;0,1095;0,0000;0,0106;0,1201;15.439.482;0;304.280;15.743.762;ENERO;2022;SAN ALBERTO;ALTO PARANÁ;202201;01;MPO
NAR2;0,0032;0,0000;0,0000;0,0032;0,0148;0,0000;0,0000;0,0148;615.359;0;0;615.359;ENERO;2022;SANTA RITA;ALTO PARANÁ;202201;01;NAR
NAR4;0,1188;0,1542;0,0000;0,2730;0,0899;0,0225;0,0000;0,1124;22.747.495;29.536.672;0;52.284.167;ENERO;2022;SANTA RITA;ALTO PARANÁ;202201;01;NAR
NAR5;0,0260;0,0125;0,0000;0,0385;0,0248;0,0040;0,0000;0,0288;4.980.907;2.396.251;0;7.377.157;ENERO;2022;SANTA RITA;ALTO PARANÁ;202201;01;NAR
NAR6;0,1107;0,0000;0,0000;0,1107;0,1859;0,0000;0,0000;0,1859;21.195.510;0;0;21.195.510;ENERO;2022;SANTA RITA;ALTO PARANÁ;202201;01;NAR
NAR8;0,0213;0,0000;0,0000;0,0213;0,0110;0,0000;0,0000;0,0110;4.086.208;0;0;4.086.208;ENERO;2022;SANTA RITA;ALTO PARANÁ;202201;01;NAR
PBU1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;ENERO;2022;SANTA RITA;ALTO PARANÁ;202201;01;PBU
PBU2;0,0301;0,0000;0,0000;0,0301;0,0295;0,0000;0,0000;0,0295;5.756.822;0;0;5.756.822;ENERO;2022;SANTA RITA;ALTO PARANÁ;202201;01;PBU
PBU3;0,0059;0,0000;0,0000;0,0059;0,0128;0,0000;0,0000;0,0128;1.124.149;0;0;1.124.149;ENERO;2022;SANTA RITA;ALTO PARANÁ;202201;01;PBU
PBU4;0,0320;0,0024;0,0000;0,0344;0,0344;0,0012;0,0000;0,0356;6.127.105;465.099;0;6.592.204;ENERO;2022;SANTA RITA;ALTO PARANÁ;202201;01;PBU
PBU5;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;PBU
PFO1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;PFO
PFO10;0,0151;0,0000;0,0000;0,0151;0,0151;0,0000;0,0000;0,0151;2.885.770;0;0;2.885.770;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;PFO
PFO11;0,0019;0,0000;0,0000;0,0019;0,0092;0,0000;0,0000;0,0092;367.319;0;0;367.319;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;PFO
PFO12;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;PFO
PFO14;0,0038;0,0009;0,0000;0,0046;0,0052;0,0052;0,0000;0,0105;718.654;167.129;0;885.783;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;PFO
PFO15;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;PFO
PFO16;0,0235;0,0000;0,0000;0,0235;0,0981;0,0000;0,0000;0,0981;4.506.761;0;0;4.506.761;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;PFO
PFO17;0,0171;0,0214;0,0000;0,0385;0,0177;0,0177;0,0000;0,0354;3.277.137;4.096.422;0;7.373.559;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;PFO
PFO2;0,0000;0,0119;0,0000;0,0119;0,0000;0,0155;0,0000;0,0155;0;2.275.268;0;2.275.268;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;PFO
PFO3;0,0000;0,0074;0,0000;0,0074;0,0000;0,0139;0,0000;0,0139;0;1.424.759;0;1.424.759;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;PFO
PFO4;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;PFO
PFO5;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;PFO
PFO6;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;PFO
PFO7;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;PFO
PFO8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;PFO
PFO9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;ENERO;2022;CIUDAD DEL ESTE;ALTO PARANÁ;202201;01;PFO
PIH1;0,0010;0,0000;0,0000;0,0010;0,0045;0,0000;0,0000;0,0045;199.590;0;0;199.590;ENERO;2022;HERNANDARIAS;ALTO PARANÁ;202201;01;PIH
PIH2;0,0228;0,0000;0,0000;0,0228;0,0337;0,0000;0,0000;0,0337;4.360.971;0;0;4.360.971;ENERO;2022;HERNANDARIAS;ALTO PARANÁ;202201;01;PIH
PIH3;0,0559;0,0000;0,0000;0,0559;0,0915;0,0000;0,0000;0,0915;10.707.486;0;0;10.707.486;ENERO;2022;HERNANDARIAS;ALTO PARANÁ;202201;01;PIH
PIH4;0,0009;0,0000;0,0000;0,0009;0,0021;0,0000;0,0000;0,0021;166.335;0;0;166.335;ENERO;2022;HERNANDARIAS;ALTO PARANÁ;202201;01;PIH
SGA1;0,0069;0,0000;0,0000;0,0069;0,0218;0,0000;0,0000;0,0218;1.320.248;0;0;1.320.248;ENERO;2022;SALTOS DEL GUAIRA;CANINDEYU;202201;01;SGA
