ALIMENTADOR;ACCID.DEP;PROG.DEP;PROD.DEP;TOTAL DEP;ACCID.FEP;PROG.FEP;PROD.FEP;TOTAL FEP;ACCID.PENF;PROG.PENF;PROD.PENF;TOTAL PENEF;MES;año;SECCION;DEPARTAMENTO;PERIODO;axuMES;LOCAL
IRY1;0,0000;0,0000;0,1417;0,1417;0,0000;0,0000;0,0339;0,0339;0;0;19.961.417;19.961.417;JUNIO;2.019;SAN ALBERTO;ALTO PARANÁ;201906;06;IRY
IRY2;0,0000;0,0010;0,0561;0,0571;0,0000;0,0067;0,0134;0,0201;0;141.680;7.902.005;8.043.685;JUNIO;2.019;SAN ALBERTO;ALTO PARANÁ;201906;06;IRY
IRY3;0,0918;0,0000;0,0689;0,1606;0,0082;0,0000;0,0165;0,0247;12.931.048;0;9.702.180;22.633.228;JUNIO;2.019;SAN ALBERTO;ALTO PARANÁ;201906;06;IRY
IRY4;0,0003;0,0000;0,0309;0,0312;0,0037;0,0000;0,0074;0,0111;43.382;0;4.355.602;4.398.985;JUNIO;2.019;SAN ALBERTO;ALTO PARANÁ;201906;06;IRY
JEP1;0,0005;0,0000;0,0000;0,0005;0,0037;0,0000;0,0000;0,0037;70.066;0;0;70.066;JUNIO;2.019;CURUGUATY;CANINDEYU;201906;06;JEP
JEP2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JUNIO;2.019;CURUGUATY;CANINDEYU;201906;06;JEP
JEP3;0,0141;0,0000;0,0000;0,0141;0,0112;0,0000;0,0000;0,0112;1.980.246;0;0;1.980.246;JUNIO;2.019;CURUGUATY;CANINDEYU;201906;06;JEP
JLM1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JUNIO;2.019;JUAN LEON MALLORQUIN;ALTO PARANÁ;201906;06;JLM
JLM2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JUNIO;2.019;JUAN LEON MALLORQUIN;ALTO PARANÁ;201906;06;JLM
K152;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JUNIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201906;06;K15
K153;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JUNIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201906;06;K15
K154;0,0052;0,0000;0,0000;0,0052;0,0174;0,0000;0,0000;0,0174;732.622;0;0;732.622;JUNIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201906;06;K15
K155;0,0000;0,0022;0,0000;0,0022;0,0000;0,0018;0,0000;0,0018;0;312.560;0;312.560;JUNIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201906;06;K15
K156;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JUNIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201906;06;K15
K157;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JUNIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201906;06;K15
K158;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JUNIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201906;06;K15
K301;0,0000;0,0000;0,0570;0,0570;0,0000;0,0000;0,0184;0,0184;0;0;8.037.858;8.037.858;JUNIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201906;06;K30
K302;0,0000;0,0000;0,0229;0,0229;0,0000;0,0000;0,0074;0,0074;0;0;3.227.657;3.227.657;JUNIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201906;06;K30
K303;0,0422;0,0000;0,0154;0,0576;0,0248;0,0000;0,0050;0,0298;5.945.294;0;2.168.284;8.113.577;JUNIO;2.019;JUAN LEON MALLORQUIN;ALTO PARANÁ;201906;06;K30
K304;0,0823;0,0000;0,0652;0,1475;0,0741;0,0000;0,0210;0,0952;11.598.516;0;9.182.398;20.780.914;JUNIO;2.019;JUAN LEON MALLORQUIN;ALTO PARANÁ;201906;06;K30
K305;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JUNIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201906;06;K30
K306;0,0000;0,0000;0,0702;0,0702;0,0000;0,0000;0,0227;0,0227;0;0;9.894.152;9.894.152;JUNIO;2.019;JUAN LEON MALLORQUIN;ALTO PARANÁ;201906;06;K30
K307;0,0000;0,0000;0,0576;0,0576;0,0000;0,0000;0,0186;0,0186;0;0;8.116.507;8.116.507;JUNIO;2.019;JUAN LEON MALLORQUIN;ALTO PARANÁ;201906;06;K30
K308;0,0208;0,0000;0,0328;0,0537;0,0318;0,0000;0,0106;0,0424;2.934.474;0;4.625.527;7.560.001;JUNIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201906;06;K30
MCE1;0,0066;0,0000;0,0000;0,0066;0,0220;0,0000;0,0000;0,0220;929.913;0;0;929.913;JUNIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201906;06;MCE
MCE2;0,0232;0,0000;0,0000;0,0232;0,0256;0,0000;0,0000;0,0256;3.272.906;0;0;3.272.906;JUNIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201906;06;MCE
MPO1;0,0389;0,0000;0,0665;0,1054;0,0342;0,0000;0,0114;0,0456;5.487.383;0;9.368.702;14.856.085;JUNIO;2.019;SAN ALBERTO;ALTO PARANÁ;201906;06;MPO
MPO2;0,0000;0,0000;0,0451;0,0451;0,0000;0,0000;0,0077;0,0077;0;0;6.354.005;6.354.005;JUNIO;2.019;CATUETE;CANINDEYU;201906;06;MPO
MPO3;0,0948;0,0000;0,0732;0,1680;0,0628;0,0000;0,0126;0,0753;13.358.145;0;10.320.454;23.678.599;JUNIO;2.019;SAN ALBERTO;ALTO PARANÁ;201906;06;MPO
NAR2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JUNIO;2.019;SANTA RITA;ALTO PARANÁ;201906;06;NAR
NAR4;0,0016;0,0000;0,0000;0,0016;0,0067;0,0000;0,0000;0,0067;220.980;0;0;220.980;JUNIO;2.019;SANTA RITA;ALTO PARANÁ;201906;06;NAR
NAR8;0,0285;0,0000;0,0000;0,0285;0,0667;0,0000;0,0000;0,0667;4.018.598;0;0;4.018.598;JUNIO;2.019;SANTA RITA;ALTO PARANÁ;201906;06;NAR
PBU1;0,0000;0,0052;0,0000;0,0052;0,0000;0,0092;0,0000;0,0092;0;732.022;0;732.022;JUNIO;2.019;SANTA RITA;ALTO PARANÁ;201906;06;PBU
PBU2;0,0117;0,0000;0,0000;0,0117;0,0109;0,0000;0,0000;0,0109;1.653.373;0;0;1.653.373;JUNIO;2.019;SANTA RITA;ALTO PARANÁ;201906;06;PBU
PBU3;0,2394;0,0000;0,0000;0,2394;0,2157;0,0000;0,0000;0,2157;33.737.458;0;0;33.737.458;JUNIO;2.019;SANTA RITA;ALTO PARANÁ;201906;06;PBU
PFO1;0,0000;0,0015;0,0000;0,0015;0,0000;0,0126;0,0000;0,0126;0;207.415;0;207.415;JUNIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201906;06;PFO
PFO2;0,0056;0,0000;0,0000;0,0056;0,0249;0,0000;0,0000;0,0249;788.959;0;0;788.959;JUNIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201906;06;PFO
PFO3;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JUNIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201906;06;PFO
PFO4;0,0022;0,0009;0,0000;0,0031;0,0030;0,0019;0,0000;0,0050;307.593;124.725;0;432.318;JUNIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201906;06;PFO
PFO5;0,0195;0,0000;0,0000;0,0195;0,0143;0,0000;0,0000;0,0143;2.754.073;0;0;2.754.073;JUNIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201906;06;PFO
PFO6;0,0208;0,0000;0,0000;0,0208;0,0225;0,0000;0,0000;0,0225;2.929.727;0;0;2.929.727;JUNIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201906;06;PFO
PFO7;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JUNIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201906;06;PFO
PFO8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JUNIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201906;06;PFO
PFO9;0,0000;0,0158;0,0000;0,0158;0,0000;0,0030;0,0000;0,0030;0;2.221.688;0;2.221.688;JUNIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201906;06;PFO
PIH1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JUNIO;2.019;HERNANDARIAS;ALTO PARANÁ;201906;06;PIH
PIH2;0,0024;0,0000;0,0000;0,0024;0,0163;0,0000;0,0000;0,0163;343.903;0;0;343.903;JUNIO;2.019;HERNANDARIAS;ALTO PARANÁ;201906;06;PIH
PIH3;0,0161;0,0000;0,0000;0,0161;0,0338;0,0000;0,0000;0,0338;2.262.208;0;0;2.262.208;JUNIO;2.019;HERNANDARIAS;ALTO PARANÁ;201906;06;PIH
SGA1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JUNIO;2.019;SALTOS DEL GUAIRA;CANINDEYU;201906;06;SGA
SGA2;0,0163;0,0000;0,0000;0,0163;0,0208;0,0000;0,0000;0,0208;2.290.912;0;0;2.290.912;JUNIO;2.019;SALTOS DEL GUAIRA;CANINDEYU;201906;06;SGA
SGA3;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JUNIO;2.019;SALTOS DEL GUAIRA;CANINDEYU;201906;06;SGA
SGA4;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JUNIO;2.019;SALTOS DEL GUAIRA;CANINDEYU;201906;06;SGA
ACY1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;ACY
ACY2;0,0054;0,0342;0,0000;0,0396;0,0233;0,0233;0,0000;0,0466;765.522;4.811.854;0;5.577.376;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;ACY
ACY3;0,0000;0,2214;0,0000;0,2214;0,0000;0,0278;0,0000;0,0278;0;31.190.114;0;31.190.114;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;ACY
ACY4;0,0072;0,0025;0,0000;0,0097;0,0054;0,0051;0,0000;0,0105;1.016.510;356.662;0;1.373.171;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;ACY
ACY5;0,0145;0,0000;0,0000;0,0145;0,0386;0,0000;0,0000;0,0386;2.039.047;0;0;2.039.047;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;ACY
ACY6;0,0000;0,0042;0,0000;0,0042;0,0000;0,0332;0,0000;0,0332;0;585.383;0;585.383;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;ACY
ACY7;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;ACY
ACY8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;ACY
ACY9;0,0020;0,0000;0,0000;0,0020;0,0092;0,0000;0,0000;0,0092;279.951;0;0;279.951;JULIO;2.019;HERNANDARIAS;ALTO PARANÁ;201907;07;ACY
APR10;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;APR
APR11;0,0273;0,0012;0,0000;0,0286;0,0209;0,0009;0,0000;0,0219;3.852.725;171.652;0;4.024.377;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;APR
APR12;0,0009;0,0000;0,0000;0,0009;0,0107;0,0000;0,0000;0,0107;125.522;0;0;125.522;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;APR
APR13;0,0042;0,0006;0,0000;0,0048;0,0281;0,0003;0,0000;0,0284;593.843;88.307;0;682.149;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;APR
APR14;0,0141;0,0831;0,0000;0,0972;0,0978;0,0520;0,0000;0,1497;1.987.628;11.707.970;0;13.695.598;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;APR
APR2;0,0296;0,0008;0,0000;0,0304;0,0355;0,0118;0,0000;0,0474;4.170.396;111.211;0;4.281.607;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;APR
APR3;0,0000;0,0045;0,0000;0,0045;0,0000;0,0133;0,0000;0,0133;0;630.329;0;630.329;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;APR
APR4;0,0040;0,0054;0,0000;0,0094;0,0154;0,0018;0,0000;0,0172;557.193;761.532;0;1.318.725;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;APR
APR5;0,0019;0,0006;0,0000;0,0025;0,0026;0,0087;0,0000;0,0113;267.268;81.728;0;348.997;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;APR
APR6;0,0000;0,0008;0,0000;0,0008;0,0000;0,0126;0,0000;0,0126;0;118.023;0;118.023;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;APR
APR8;0,0088;0,0023;0,0000;0,0111;0,0190;0,0351;0,0000;0,0540;1.238.013;329.473;0;1.567.486;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;APR
APR9;0,0140;0,0000;0,0000;0,0140;0,0531;0,0000;0,0000;0,0531;1.972.946;0;0;1.972.946;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;APR
CAT1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JULIO;2.019;CATUETE;CANINDEYU;201907;07;CAT
CAT10;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JULIO;2.019;CATUETE;CANINDEYU;201907;07;CAT
CAT11;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JULIO;2.019;CATUETE;CANINDEYU;201907;07;CAT
CAT2;0,0019;0,0000;0,0000;0,0019;0,0103;0,0000;0,0000;0,0103;265.304;0;0;265.304;JULIO;2.019;CATUETE;CANINDEYU;201907;07;CAT
CAT3;0,0079;0,0000;0,0000;0,0079;0,0246;0,0000;0,0000;0,0246;1.118.869;0;0;1.118.869;JULIO;2.019;CATUETE;CANINDEYU;201907;07;CAT
CAT4;0,0000;0,0080;0,0000;0,0080;0,0000;0,0042;0,0000;0,0042;0;1.128.903;0;1.128.903;JULIO;2.019;CATUETE;CANINDEYU;201907;07;CAT
CAT5;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JULIO;2.019;CATUETE;CANINDEYU;201907;07;CAT
CAT6;0,0160;0,0000;0,0000;0,0160;0,0087;0,0000;0,0000;0,0087;2.259.401;0;0;2.259.401;JULIO;2.019;CATUETE;CANINDEYU;201907;07;CAT
CAT7;0,0389;0,0000;0,0000;0,0389;0,0242;0,0000;0,0000;0,0242;5.481.335;0;0;5.481.335;JULIO;2.019;CATUETE;CANINDEYU;201907;07;CAT
CAT8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JULIO;2.019;CATUETE;CANINDEYU;201907;07;CAT
CAT9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JULIO;2.019;CATUETE;CANINDEYU;201907;07;CAT
CUR1;0,0237;0,0000;0,0000;0,0237;0,0103;0,0000;0,0000;0,0103;3.342.057;0;0;3.342.057;JULIO;2.019;CURUGUATY;CANINDEYU;201907;07;CUR
CUR2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JULIO;2.019;CURUGUATY;CANINDEYU;201907;07;CUR
CUR3;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JULIO;2.019;CURUGUATY;CANINDEYU;201907;07;CUR
CUR4;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JULIO;2.019;CURUGUATY;CANINDEYU;201907;07;CUR
CUR5;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JULIO;2.019;CURUGUATY;CANINDEYU;201907;07;CUR
DES3;0,0000;0,0000;0,0098;0,0098;0,0000;0,0000;0,0026;0,0026;0;0;1.379.597;1.379.597;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;DES
DES4;0,0000;0,0070;0,0000;0,0070;0,0000;0,0049;0,0000;0,0049;0;980.358;0;980.358;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;DES
DES5;0,0000;0,0000;0,0006;0,0006;0,0000;0,0000;0,0034;0,0034;0;0;80.013;80.013;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;DES
HER1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JULIO;2.019;HERNANDARIAS;ALTO PARANÁ;201907;07;HER
HER2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JULIO;2.019;HERNANDARIAS;ALTO PARANÁ;201907;07;HER
HER3;0,0087;0,0000;0,0000;0,0087;0,0261;0,0000;0,0000;0,0261;1.225.222;0;0;1.225.222;JULIO;2.019;HERNANDARIAS;ALTO PARANÁ;201907;07;HER
HER7;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JULIO;2.019;HERNANDARIAS;ALTO PARANÁ;201907;07;HER
HER8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JULIO;2.019;HERNANDARIAS;ALTO PARANÁ;201907;07;HER
HER9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JULIO;2.019;HERNANDARIAS;ALTO PARANÁ;201907;07;HER
IRY1;0,0452;0,0000;0,0000;0,0452;0,0339;0,0000;0,0000;0,0339;6.362.205;0;0;6.362.205;JULIO;2.019;SAN ALBERTO;ALTO PARANÁ;201907;07;IRY
IRY2;0,0090;0,0000;0,0000;0,0090;0,0134;0,0000;0,0000;0,0134;1.275.119;0;0;1.275.119;JULIO;2.019;SAN ALBERTO;ALTO PARANÁ;201907;07;IRY
IRY3;0,0235;0,0445;0,0000;0,0680;0,0165;0,0038;0,0000;0,0203;3.305.245;6.273.386;0;9.578.632;JULIO;2.019;SAN ALBERTO;ALTO PARANÁ;201907;07;IRY
IRY4;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JULIO;2.019;SAN ALBERTO;ALTO PARANÁ;201907;07;IRY
JEP1;0,0006;0,0000;0,0000;0,0006;0,0037;0,0000;0,0000;0,0037;87.583;0;0;87.583;JULIO;2.019;CURUGUATY;CANINDEYU;201907;07;JEP
JEP2;0,0000;0,0230;0,0000;0,0230;0,0000;0,0046;0,0000;0,0046;0;3.244.225;0;3.244.225;JULIO;2.019;CURUGUATY;CANINDEYU;201907;07;JEP
JEP3;0,0016;0,0000;0,0000;0,0016;0,0056;0,0000;0,0000;0,0056;224.428;0;0;224.428;JULIO;2.019;CURUGUATY;CANINDEYU;201907;07;JEP
JLM1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JULIO;2.019;JUAN LEON MALLORQUIN;ALTO PARANÁ;201907;07;JLM
JLM2;0,0059;0,0000;0,0000;0,0059;0,0064;0,0000;0,0000;0,0064;828.881;0;0;828.881;JULIO;2.019;JUAN LEON MALLORQUIN;ALTO PARANÁ;201907;07;JLM
K152;0,0153;0,0000;0,0000;0,0153;0,0321;0,0000;0,0000;0,0321;2.162.492;0;0;2.162.492;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;K15
K153;0,0036;0,0000;0,0000;0,0036;0,0141;0,0000;0,0000;0,0141;511.473;0;0;511.473;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;K15
K154;0,0091;0,0000;0,0037;0,0128;0,0151;0,0000;0,0022;0,0174;1.279.272;0;518.298;1.797.570;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;K15
K155;0,0024;0,0000;0,0000;0,0024;0,0018;0,0000;0,0000;0,0018;342.126;0;0;342.126;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;K15
K156;0,0004;0,0000;0,0000;0,0004;0,0027;0,0000;0,0000;0,0027;50.087;0;0;50.087;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;K15
K157;0,0005;0,0000;0,0000;0,0005;0,0009;0,0000;0,0000;0,0009;67.534;0;0;67.534;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;K15
K158;0,0128;0,0000;0,0000;0,0128;0,0087;0,0000;0,0000;0,0087;1.806.169;0;0;1.806.169;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;K15
K301;0,0316;0,0000;0,0000;0,0316;0,0368;0,0000;0,0000;0,0368;4.451.072;0;0;4.451.072;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;K30
K302;0,0025;0,0000;0,0000;0,0025;0,0013;0,0000;0,0000;0,0013;354.068;0;0;354.068;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;K30
K303;0,0125;0,0044;0,0000;0,0170;0,0791;0,0121;0,0000;0,0912;1.766.345;626.563;0;2.392.908;JULIO;2.019;JUAN LEON MALLORQUIN;ALTO PARANÁ;201907;07;K30
K304;0,0024;0,0121;0,0000;0,0144;0,0057;0,0057;0,0000;0,0114;334.830;1.700.937;0;2.035.767;JULIO;2.019;JUAN LEON MALLORQUIN;ALTO PARANÁ;201907;07;K30
K305;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;K30
K306;0,0623;0,1195;0,0000;0,1817;0,0474;0,0112;0,0000;0,0586;8.771.874;16.830.818;0;25.602.692;JULIO;2.019;JUAN LEON MALLORQUIN;ALTO PARANÁ;201907;07;K30
K307;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JULIO;2.019;JUAN LEON MALLORQUIN;ALTO PARANÁ;201907;07;K30
K308;0,0171;0,0000;0,0000;0,0171;0,0106;0,0000;0,0000;0,0106;2.412.237;0;0;2.412.237;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;K30
MCE1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;MCE
MCE2;0,0064;0,0000;0,0000;0,0064;0,0128;0,0000;0,0000;0,0128;900.800;0;0;900.800;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;MCE
MPO1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JULIO;2.019;SAN ALBERTO;ALTO PARANÁ;201907;07;MPO
MPO2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JULIO;2.019;CATUETE;CANINDEYU;201907;07;MPO
MPO3;0,0781;0,0000;0,0000;0,0781;0,0502;0,0000;0,0000;0,0502;10.999.091;0;0;10.999.091;JULIO;2.019;SAN ALBERTO;ALTO PARANÁ;201907;07;MPO
NAR2;0,0000;0,0267;0,0000;0,0267;0,0000;0,0226;0,0000;0,0226;0;3.768.258;0;3.768.258;JULIO;2.019;SANTA RITA;ALTO PARANÁ;201907;07;NAR
NAR4;0,0229;0,0000;0,0000;0,0229;0,0255;0,0000;0,0000;0,0255;3.224.870;0;0;3.224.870;JULIO;2.019;SANTA RITA;ALTO PARANÁ;201907;07;NAR
NAR8;0,0078;0,0185;0,0000;0,0262;0,0222;0,0066;0,0000;0,0288;1.095.981;2.601.049;0;3.697.030;JULIO;2.019;SANTA RITA;ALTO PARANÁ;201907;07;NAR
PBU1;0,1290;0,0000;0,0000;0,1290;0,0825;0,0000;0,0000;0,0825;18.171.363;0;0;18.171.363;JULIO;2.019;SANTA RITA;ALTO PARANÁ;201907;07;PBU
PBU2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0;0;0;0;JULIO;2.019;SANTA RITA;ALTO PARANÁ;201907;07;PBU
PBU3;0,0069;0,0019;0,0000;0,0088;0,0166;0,0009;0,0000;0,0175;973.945;260.793;0;1.234.738;JULIO;2.019;SANTA RITA;ALTO PARANÁ;201907;07;PBU
PFO1;0,0000;0,0000;0,0843;0,0843;0,0000;0,0000;0,0126;0,0126;0;0;11.881.905;11.881.905;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;PFO
PFO2;0,0098;0,0000;0,0832;0,0930;0,0399;0,0000;0,0124;0,0523;1.385.441;0;11.717.496;13.102.937;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;PFO
PFO3;0,0028;0,0008;0,0178;0,0214;0,0058;0,0116;0,0058;0,0231;393.755;108.622;2.511.886;3.014.263;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;PFO
PFO4;0,0000;0,0000;0,0312;0,0312;0,0000;0,0000;0,0047;0,0047;0;0;4.392.656;4.392.656;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;PFO
PFO5;0,0167;0,0004;0,0212;0,0383;0,0143;0,0057;0,0115;0,0316;2.350.210;53.937;2.989.628;5.393.775;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;PFO
PFO6;0,0109;0,0147;0,0197;0,0452;0,0112;0,0050;0,0112;0,0275;1.528.844;2.068.915;2.770.817;6.368.575;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;PFO
PFO7;0,0023;0,0000;0,0145;0,0168;0,0042;0,0000;0,0085;0,0127;327.492;0;2.044.346;2.371.838;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;PFO
PFO8;0,0000;0,0000;0,0725;0,0725;0,0000;0,0000;0,0106;0,0106;0;0;10.217.049;10.217.049;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;PFO
PFO9;0,0000;0,0000;0,0203;0,0203;0,0000;0,0000;0,0030;0,0030;0;0;2.866.468;2.866.468;JULIO;2.019;CIUDAD DEL ESTE;ALTO PARANÁ;201907;07;PFO
